player name,def_cluster
Jean Montero Berroa,A
Tim Schneider,A
Yorman Polas Bartolo,A
Leon Radosevic,B
Troy Caupain,A
Jordan Hulls,A
Andreas Obst,A
Jaleen Smith,A
Lucas Herzog,A
Isaiah Wilkins,B
Patrick Heckmann,A
Simone Fontecchio,A
Jonas Wohlfarth-Bottermann,B
Aric Holman,A
Tremmell Darden,A
Dylan Osetkowsky,B
Marcus Eriksson,A
Ricky Paulding,A
Philipp Schwethelm,A
Fabian Bleck,A
Braydon Hobbs,A
Karsten Tadda,A
Demitrius Conger,A
Jeremy Jones,A
Jalen Reynolds,B
Ben Lammers,B
Trae Bell-Haynes,A
Sebastian Herrera,A
Malte Delow,A
Paul Zipser,A
Martin Breunig,B
Maurice Stuckey,A
Maodo Lo,A
Terry Allen,A
JaJuan Johnson,B
Keith Hornsby,A
Phil Pressey,A
Maximilian DiLeo,A
Zac Cuthbertson,A
TJ Shorts,A
Robin Amaize,A
Johannes Thiemann,B
Maik Kotsar,B
Jonas Mattisseck,A
Justus Hollatz,A
Jordan Swing,A
Per Gunther,A
Jayson Granger,A
Martin Peterka,A
Osvaldas Olisevicius,A
Quantez Robertson,A
Luke Sikma,A
Bogdan Radosavljevic,B
Karim Jallow,A
Andreas Seiferth,B
Anthony DiLeo,A
Niels Giffey,A
David Walker,A
Robin Manuel Christen,A
Kamari Murphy,B
Dererk Pardon,B
Gavin Schilling,B
James Thompson,B
Tai Odiase,B
Kyndahl Hill,B
Jonas Richter,B
Sergio Thomas Kerusch,A
Cameron Hunt,A
Jannes Hundt,A
Marko Krstanovic,A
Jon Axel Gudmundsson,A
James Arthur Robinson III,A
Alen Pjanic,A
Wade Baldwin IV,A
Nelson Weidemann,A
Marcus Thornton,A
Barry Brown Jr.,A
Desi Rodriguez,B
Aubrey Dawkins,A
Quinton Hooker,A
Jonathan Stark,A
Philipp Hartwich,B
Luc Van Slooten,A
Rasheed Moore,B
Isiaha Mike,B
Tyson Ward,A
Matthew Tiby,B
Scottie James,B
Stefan Peno,A
Chris Weiler-Babb,A
Dennis Kramer,B
Alex King,A
Gairai Zeeb,A
Florian Koch,B
Strahinja Micovic,A
Philip Jalalpoor,A
Joshua Obiesie,A
Jacob Patrick,A
Zan Mark Sisko,A
Leon Kratzer,B
Harper Kamp,A
Bastian Doreth,A
Lukas Wank,A
Frank Bartley IV,A
Xavier Pollard,A
Sasha Mattias Grant,A
Will Vorhees,B
Jamuni McNeace,B
Marco Voller,B
Mathis Monninghoff,A
Felix Hoffmann,A
Thomas Klepeisz,A
Julian Albus,A
Brandon Thomas,A
George King,A
Michal Michalak,A
Luke Nelson,A
Joshua Adam Young,A
Terrell Harris,A
Bjarne Kraushaar,A
Ferdinand Zylka,A
Akeem Vargas,A
Marvin Ogunsipe,B
John Petrucelli,A
Tim Heiner Hasbargen,A
Jordan Barnett,A
Peyton Siva,A
Louis Olinde,A
Marvin Omuvwie,A
Hamilton,A
Nathan Boothe,B
Dominique Kevin Johnson,A
Kameron Milton Allante Taylor,A
Virgil Micheaux Matthews,A
Matt Mobley,A
Malte Ziegenhagen,A
Brandon Kyle Bowman,B
Bryce Taylor,A
Jan-Niklas Wimberg,A
Joe Rahon,A
Benedikt Turudic,B
Michael Kessens,B
Vladimir Lucic,A
Diego Flaccadori,A
Jonah Radebaugh,A
Nils Hassfurther,A
James Gist,B
Jamel McLean,B
Johannes Richter,B
Haywood Highsmith,A
John Bryant,B
Roko Rogic,A
Nick Weiler-Babb,A
Lazeric Jones,A
Jonas Weitzel,B
Cameron Clark,A
Nimrod Hilliard,A
Dennis Clifford,B
Perry Jones III,B
Isaiah Philmore,A
Aleksandar Marelja,B
Oscar Leon Da Silva,B
David Brembly,A
Bruno Vrcic,A
Shavon Coleman,A
Deividas Gailius,A
Benjamin Lischka,B
Brekkott Chapman,B
Philipp Herkenhoff,A
Lukas Meisner,A
Deron Washington,A
Joseph Lawson III,B
Tim Coleman,A
Jalen Hudson,A
Jean Salumu,A
Murphy Holloway,B
Bryon Allen,A
Jacob Round,A
Ismael Tamba,B
Erikas Kalinicenko,A
Pierre Waly Sene,A
Jeffrey Solarin,B
Thomas Smallwood,B
Diego Alderete Diaz,A
Pablo Gonzalez,A
Alex Tamayo,A
Alberto Redondo Alvarez De Sotomayor,B
Alejandro Rivas Palmer,A
Juan Hierrezuelo,B
Joel Ndondo Kangonzi,B
Filip Siewruk,A
Makhtar Gueye,A
Pol Bassas Navarra,A
Sergio De Larrea,A
Alvaro Miguel Sanz Barrio,A
Diamond Onwuka,A
Vincent Gielen,B
Shane McDonald,A
Javier Hernandez,A
Titas Janusevicius,A
Gerardo Perez,A
Ismael Corraliza,A
Quim Salvans Hidalgo,A
Adrian Perdiguero,A
Guillem Sabates Sala,A
Pape Bocar Sall,B
Gregorio Jesus Adon Encarnacion,A
Maxim Esteban Calvo,A
Candido Sa,B
Bakary Konate,B
Javier Menendez-Garcia,A
Jorge Jimenez Martin,A
Raul Timoner,A
Zachary John Tavitian,A
Luka Kovacevic,B
Guillem Vazquez Vallejo,A
Hector Jimenez Redondo,A
De'Shaun Cooper,A
Ignacio Ballespin,A
Gracine Bakumanya,B
Jhery Raul Matos Ramirez,A
Alejandro Zurbriggen,A
Volodymyr Orlov,B
Marcale Lotts,B
Radshad Davis,A
Gerard Rodriguez,A
Eduard Arques Lopez,B
Pablo Perez Fernandez,A
David Knudsen,A
Jorge Mejias Sanchez,A
Laron De'Same Smith,B
Jose Jimenez,A
Oliver Bieshaar,B
Gerard Blat,A
Alejandro Ortega,A
Isaac Mayo Schwandt,A
Anej Orel,A
Diego Rivas Palmer,A
Jaume Zanca I Pascual,A
Jon Ander Aramburu Lamy,A
Alejandro Harguindey Maneiro,A
Tautvydas Julius Slezas,B
Marc Sese Frasnedo,A
Yeikson Jose Montero,A
Pau Carreno,A
Logan Schilder,B
Lucas Antunez Sacristan,A
Jon Galarza,A
Javier Nicolau,A
Will Moreton,A
Alberto Moreno Trujillo,A
Toms Skuja,A
Miguel Martinez Hernandez,A
Matija Bilalovic,A
Javier Dalmau Roig,A
Antoni Figuerola Calvo,A
Javier Rodriguez Marin,A
Javier Marin Ortega,A
Samuel Rodriguez Ramos,A
Andre Mark Anthony Berry,B
Martyce Kimbrough,A
Raimon Sagrista,A
Guillermo Ruiz Merino,A
Victor Aguiler Hernandez,A
Juan Santana,B
Carles Marzo,A
Shaquillo Fritz,B
Johan Ernest Bitjaa Kody,B
Victor Ruiz,A
Sebastian Bacale Mbansogo Obiang,A
John Carroll,B
Ignasi Belver,B
Alfonso David Ortiz Mendieta,A
Sergio Hernandez Benaches,A
Angel Comendador Femenias,A
Marc Pages Sauque,A
Joaquin Federico Giarraffa,A
Daniel De La Rua De Augustin,A
Jordi Grimau,A
Aleix Haro Val,A
Daniel Astilleros De La Fuente,A
Sidney Benjamin Correia,B
Mario Alvarez Puertas,A
Adria Hernandez,A
Adrian Galvez Orts,A
Luis Verdeguer Ferrer,B
Gabriel Gil Garcia,A
Borja Mendia Sangroniz,A
Devin Noel Wright Rodriguez,B
Lazar Mutic,A
Joseph Robert Cremo,A
Reggie Agbeko,B
Aleksandre Phevadze,A
Adrian Fidalgo,A
Gilad Levy,B
Lucas Munoz,A
Mikel Sainz de la Maza,A
Taylor John Cameron,A
Alberto Cabrera Garrancho,A
Guilermo Mulero Maldonado,A
Bogdan Nedeljkovic,A
Morten Bulow,B
Oier Ardanza Bernaola,A
Kevin Navarro Arrue,A
Jorge Martinez Cabezudo,A
Iker Salazar Ortega,A
Jose Ignacio Nogues,A
Ferran Ventura Pedreno,A
Darius Carter,B
Alejandro Daniel Bortolussi Saluzzo,A
Luis Ferrando Ortells,A
Diego Gallardo,A
Didac Cuevas Simarro,A
Carlos Poyatos Parra,A
Coreontae Lamar De Berry,B
Luis Garcia Munoz,A
Damian Prgomet,A
Jeffrey Godspower,B
Pablo Cordoba Muro,A
Alejandro Jorda,A
David Orrit,A
Jorge Parra Baez,A
Emil Savic,A
Gregory Robert Gantt,A
Francisco Del Aguila,A
Micaiah Elisha Henry,B
Erik Persson,A
Dyon Halman,B
Rafael Garcia,A
Pa Mor Diene,B
Daniel Manchon,A
Kevin van Wijk,A
Rodrigo Gomez,B
Ruben Lopez,A
Adam Fravert,B
Danny Evans,A
Miguel de Pablo del Castillo,A
Martin Fernandez Carballo,A
Jermaine Marrow,A
Gerard Jofresa Sarret,A
Alberto Ruiz De Galarreta Fernandez,A
Willy Nunez Matos,A
Bernardo Garcia Alvarez,A
Brano Djukanovic,A
Unai Mendicote,A
Issa Thiam,A
Javier Lucas Blasco,B
Diogo Emanuel de Sousa Anjo Brito,A
Anthony Libroia,A
Luka Majstorovic,B
Quarry Greenaway,A
Miguel Ortega,A
Bertrand Awana,B
Adria Duch Beltran,A
Antonio Burgos Caballero,A
Stephen Ugochukwu,B
Demian Balasko,A
Javier Balastegui Martinez,A
Alejandro Marin Ortega,A
Mirza Bulic,B
Agusti Sans,A
Tate Jeffrey Hoffman,B
Juan Pedro Jimenez,A
Mojeed Ewuosho,A
Andreas Obst,A
Oscar Leon Da Silva,B
Jonas Mattisseck,A
Jason George,A
Karsten Tadda,A
DeShaun Thomas,A
Tamir Blatt,A
Jaleen Smith,A
Leon Kratzer,B
Maodo Lo,A
Nick Weiler-Babb,A
Michael Kessens,B
Skyler Bowlin,A
Louis Olinde,A
Yovel Zoosman,A
Thomas Klepeisz,A
Semaj Christon,A
Parker Jackson-Cartwright,A
Jaron Blossomgame,B
Gavin Schilling,B
Maximilian DiLeo,A
Jonas Richter,B
Malte Ziegenhagen,A
Mindaugas Susinskas,A
Luke Sikma,B
Frantz Massenat,A
Johannes Thiemann,B
Robin Manuel Christen,A
Ognjen Jaramaz,A
Lukas Meisner,A
Caleb Homesley,A
Seth Hinrichs,A
Eddy Edigin Jr,B
Per Gunther,A
Fedor Zugic,A
Zan Mark Sisko,A
John Bryant,B
Akeem Vargas,A
Maximilian Ugrai,B
Maik Kotsar,B
Jeff Roberson,A
Desi Rodriguez,B
Jaren Michael Lewis,A
Philipp Hartwich,B
Jamel Morris,A
Rasheed Moore,B
Isiaha Mike,A
Filip Stanic,B
Christ Koumadje,B
Malte Delow,A
Martin Peterka,A
Augustine Rubit,B
Lukas Wank,A
Jeremy Morgan,A
Phil Fayne,B
Shyron Ely,A
Brekkott Chapman,B
Sacar Anim,A
Jaylon Brown,A
Ondrej Sehnal,A
Jordan Geist,A
Cameron Hunt,A
Nicholas Tischler,A
Justus Hollatz,A
Stephen Brown Jr.,A
Nikola Rebic,A
Nihad Djedovic,A
Vladimir Lucic,A
Mathis Monninghoff,A
Florian Koch,A
Darion Atkins,B
Terry Allen,A
Anunwa Omot,A
Owen Klassen,B
Craig Moller,A
Niklas Wurzner,A
Sergio Thomas Kerusch,A
Terrell Harris,A
Tyson Ward,A
Fabian Bleck,B
Goran Huskic,B
Martynas Sajus,B
Behnam Yakhchalidehkordi,A
Richmond Aririguzoh,B
Benedikt Turudic,B
Brandon Tischler,A
Saulius Kulvietis,B
Robert Lowery,A
David Kramer,A
Karim Jallow,A
Harper Kamp,B
Nelson Weidemann,A
Radii Caisin,A
Len Schoormann,A
Justin Gorham,A
Quantez Robertson,A
Leon Radosevic,B
Philipp Herkenhoff,B
Maurice Stuckey,A
Sindarius Thornwell,A
JaVontae Hawkins,A
Luc Van Slooten,A
Kendale McCullum,A
Kevin Wohlrath,A
Julian Albus,A
Elias Lasisi,A
Leon Christopher Friederici,A
Ben Lammers,B
Matt Haarms,B
Bjarne Kraushaar,A
Maximilian Begue,A
Trent Lockett,A
Bogdan Radosavljevic,B
Bastian Doreth,A
Kelvin Martin,A
Felix Hoffmann,A
William Buford,A
Nicolas Bretzel,B
Dennis Nawrocki,A
Jan-Niklas Wimberg,B
Jake Toolson,A
Kay Bruhnke,B
Lorenz Brenneke,B
Kostja Mushidi,A
Marcus Thornton,A
Tookie Brown,A
Haris Hujic,A
Kamar Baldwin,A
Othello Hunter,B
Tomas Kyzlink,A
Alex King,B
Kyan Anderson,A
Zach Brown,A
Kilian Binapfl,A
Philip Jalalpoor,A
Jalon Demarco Miller,B
Janari Joesaar,A
Eric Washington,A
Cameron Wells,A
TJ Shorts,A
Cristiano Felicio,B
Reggie Upshaw,B
Parodi,A
Martins Laksa,A
Chris Coffey,B
Jon Axel Gudmundsson,A
Aigars Skele,A
Tim Schneider,B
Torrian Corey Walden,A
Shannon Scott,A
Andreas Seiferth,B
Charles Callison,A
Nate Grimes,B
Johannes Richter,B
Robin Amaize,A
Arturs Zagars,A
Darrun Hilliard,A
Albert Jay English,A
T.J. Williams,A
Brayon Blake,A
Mike Caffey,A
Jeremiah Martin,A
Emir Sulejmanovic,B
Giorgi Shermadini,B
Tyler Cavanaugh,A
Francisco Guerra,B
Bruno Fitipaldo,A
Marcelinho Huertas,A
Sasu Salin,A
Sergio Rodriguez Febles,A
Aaron Doornekamp,A
Dejan Kravic,B
Vitor Benite,A
Omar-Sharif Cook,A
Miquel Salvo,A
Thaddeus McFadden,A
Tryggvi Hlinason,B
Jonathan Barreiro,A
Robin Clemens Benzing,A
Ken Horton,A
Nico Brussino,A
Dylan Jonathan Howell Ennis McIntrye,A
Jaylon Brown,A
Alex Gregory Renfroe,A
Jordan Sakho,B
Jasiel Rivero Fernandez,B
Alex Reyes,A
Xavi Rabaseda,A
Arnoldas Kulboka,B
Felipe Dos Anjos,B
Jaroslaw Zyskowski,A
Rasheed Sulaimon,A
Khalifa Diop,B
Jonathan Rousselle,A
Ludvig Hakanson,A
Ondrej Balvin,B
Sergi Martinez Costa,A
Javier Garcia,A
Rodrigo Miguel,A
Alexander Tyus,B
Regimantas Miniotas,B
Jacob Wiley,B
Goran Huskic,B
Maksim Salash,A
John Jenkins,A
Alex Lopez,A
Quentin Serron,A
Artsiom Parakhouski,B
Santiago Yusta,A
Alex Barrera,A
Elias Harris,B
Spencer Darren Butterfield,A
Jason Thompson,B
James Webb,A
Sean Kilpatrick,A
Obi Enechionyia,B
Josh Sharma,B
Thomas David Heurtel,A
Malcolm Thomas,B
Daniel Garcia,A
DJ Seeley,A
Shevon Thompson,B
T.J. Bray,A
Saulius Kulvietis,A
Moses Kingsley,B
Aaron Jones,B
Giannis Athinaiou,A
Ryan Harrow,A
Brancou Badio,A
Sagaba Konate,B
Javi Lopez Santana,A
Martins Laksa,A
Christ Koumadje,B
Ibou Dianko Badji,B
Josep Busquets,A
Njegos Sikiras,B
Marcis Steinbergs,B
Alexis Bartolome Frases,A
Melwin Jan Pantzar,A
Michael Caicedo Sanchez,A
Bodian Massa,B
Gregor Hrovat,A
Markis McDuffie,B
Robin Ducote,A
Paul Lacombe,A
Jacques Alingue,B
Wilfried Yeguete,B
DeAndre Lansdowne,A
Nicolas Lang,A
Mathieu Wojciechowski,A
David Holston,A
David Brembly,A
Jonathan Rousselle,A
Marcus Keene,A
Leopold Cavaliere,A
Abdulaye Loum,B
Gavin Ware,B
Lucas Ugolin,A
Jayvon Graves,A
Lucas Beaufort,A
Desi Rodriguez,A
Bryce Jones,A
Dee Bost,A
Rodions Kurucs,A
Ike Udanoh,B
Matt Mobley,A
JaVontae Hawkins,A
Jean-Baptiste Maille,A
Gavin Schilling,B
Tomas Kyzlink,A
Martin Peterka,A
Matt Mitchell,A
Chase Simon,A
Cameron McGriff,A
Luke Fischer,B
Roberto Gallinat,A
DJ Seeley,A
Darrin Anthony Govens,A
Bogdan Bliznyuk,A
Kenneth Kadji,B
Mehdy Ngouama,A
Dustin Sleva,A
Anzejs Pasecniks,B
Brynton Lemar,A
Ray McCallum,A
Tim Frazier,A
Anthony Polite,A
Marek Klassen,A
Wes Clark,A
Edwin Jackson,A
Sasu Salin,A
Aaron Doornekamp,A
Francisco Guerra,B
Bruno Fitipaldo,A
Marcelinho Huertas,A
Kyle Wiltjer,A
Yankuba Sima,B
Joan Sastre,A
Chima Moneke,B
Luke Maye,B
Joe Thomasson,A
Sergio Rodriguez Febles,A
Xavi Rabaseda,A
Elias Valtonen,A
Alberto Diaz,A
Rafa Martinez,A
Jonathan Barreiro,A
Dejan Kravic,B
Ruben Guerrero,B
Ismael Bako,B
Daniel Perez,A
Giorgi Shermadini,B
Landry Nnoko,B
Axel Bouteille,A
Francisco Alonso,A
Vitor Benite,A
Emir Sulejmanovic,B
Alex Gregory Renfroe,A
Tim Abromaitis,A
Dario Brizuela,A
Sylvain Francisco,A
Yannick Nzosa,B
Dani Diez,A
Maksim Salash,A
Julian Gamble,B
Jaime Fernandez Bernabe,A
Marcis Steinbergs,A
Juan Pablo Vaulet,A
Guillem Ferrando Porro,A
Daniel Garcia,A
Amine Noua,A
Aleksej Nikolic,A
Jordan Bone,A
Dejan Todorovic,A
Jarell Eddie,A
Marc Garcia,A
Millan Jimenez Garrido,A
David Walker,A
Matt Mooney,A
Zsombor Maronka,A
Carlos Suarez,A
Micheal Eric,B
Norris Cole,A
Danny Agbelese,B
Tyrus McGee,A
Cameron Oliver,B
Guillem Jou,A
Ramon Vila,B
Kenan Sipahi,A
Olivier Zacharie Hanlan,A
Suleiman Braimoh,A
Sean Kilpatrick,A
Khadeen Carrington,A
Stephen Zack,B
Javier Garcia,A
Janis Berzins,A
Christian Mekowulu,B
Jamel McLean,B
Alejandro Galan,B
Kevin Ricki Larsen,B
Toni Naspler Peraire,A
Ray McCallum,A
Gonzalo Bressan,B
Brancou Badio,A
Hayden Dalton,B
Sarper David Mutaf,A
Alejandro Urtasun,A
Miguel Serrano,A
Alejandro Bellver,A
Adrian Del Cerro,A
Kriss Helmanis,B
Yannick Kraag,A
Ibou Dianko Badji,B
Pablo Marin Fontan,A
Sidy Cissoko,A
Musa Sagnia,A
Rafael Vila Bonany,A
Miro Bilan,B
Marcus Denmon,A
Dimitris Moraitis,A
Yannick Franke,A
Aleksa Radanov,A
Sylvain Francisco,A
Jaylen Hands,A
Tyler Polley,A
Nate Renfro,B
Nikos Tsiakmas,A
Leonidas Kaselakis,A
Georgios Kamperidis,A
Evangelos Vangelis Margaritis,A
Dimitrios Kaklamanakis,B
Stylianos Poulianitis,A
Diamantis Slaftsakis,B
Christos Saloustros,A
Jalen Riley,A
Nikos Persidis,A
Kenny Williams,A
Konstantinos Papadakis,A
Dimitrios Agravanis,A
Vassilis Xanthopoulos,A
Akil Mitchell,B
Jordan Sibert,A
Alexander Madsen,A
RJ Cole,A
Vassilis Christidis,B
Dimitrios Flionis,A
Ian Hummer,B
Panagiotis Filippakos,B
Antonios Koniaris,A
Janis Strelnieks,A
Giorgos Giouzelis,A
Joe Thomasson,A
Vladimir Jankovic,A
Isaiah Miles,A
Shakur Asiatic Juiston,B
Jarrod West,A
Malik Osborne,A
Ioannis Kouzeloglou,B
Pierre Oriola,B
Javin DeLaurier,B
Ryan Taylor,A
James Batemon,A
Kur Kuath,B
Pol Figueras Lopes,A
Judicael Romaric Belemene Dzabatou,A
Kristian Kullamae,A
Kai Edwards,B
Jacobo Diaz Alejano,B
Milan Suskavcevic,B
Javier Marin Ortega,A
Michael Jarade Moore,A
Emil Stoilov,B
Gerel Simmons,A
Maverick Rowan,A
Elijah Brown,A
Txemi Urtasun,A
Alberto Martin,A
Harald Frey,A
Walter Cabral,A
Victor Moreno Martin,A
Massine Fall,B
Azaro Roker,B
Anthony Keith Leen Jr,B
Robert Michael Harris II,A
Diego De Blas Morcillo,B
Leon Kratzer,B
Deane Williams,A
Sebastian Herrera,A
TJ Shorts,A
Yorman Polas Bartolo,A
Finn Delany,B
Jhonathan Dunn,A
Tyson Ward,A
Dominic Lockhart,A
Arnas Velicka,A
Aher Uguak,A
Eddy Edigin Jr,B
Kevin Yebo,B
Prentiss Hubb,A
Jacob Patrick,A
Michael Kessens,B
Nelson Weidemann,A
Shonn Miller,B
Collin Malcolm,A
Mindaugas Susinskas,A
Kevin Wohlrath,A
Patrick Heckmann,A
Karsten Tadda,A
Solomon Young,B
Jaromir Bohacik,A
Jonas Richter,B
Gabriel Chachashvili,B
Jonathan Baehre,A
Spencer Reaves,A
Christian Sengfelder,B
Niels Giffey,A
Marko Filipovity,B
Justin Johnson,B
Zachary Ensminger,A
Will Cherry,A
Gerel Simmons,A
Amir Bell,A
Elias Valtonen,A
Kendale McCullum,A
Jeremy Morgan,A
Jeff Roberson,A
Isaiah Whitehead,A
Rihards Lomazs,A
Martinas Geben,B
Devin Robinson,B
Jordan Davis,A
Aaron Ganal,A
Dan Duscak,A
Lucas Mari Tardio,A
Sergio De Larrea,A
Hugo Lopez Barrantes,B
Alonso Meana Perez,A
Pavel Savkov,A
Gonzalo Bressan,B
Marinus Lucas N'Guessan,B
Willy Isiani,A
Tomas Chapero,B
Alberto Diaz,A
Emil Stoilov,B
Guilermo Mulero Maldonado,A
Musa Sagnia,A
Keith Langford,A
DeAndre Lansdowne,A
Jean-Baptiste Maille,A
Jaromir Bohacik,A
Jonas Maciulis,A
Leopold Cavaliere,B
Brandon Jefferson,A
Bonzie Colson II,A
Ishmail Wainright,A
Matt Lojeski,A
Linos Chrysikopoulos,A
Nikolaos Rogkavopoulos,A
Bennet Hundt,A
Daryl Macon,A
Nikos Gkikas,A
Yannis Morin,B
Steven Gray,A
Ike Udanoh,B
Michele Vitali,A
Yanick Moreira,B
Christian Sengfelder,B
Alexandre Pierre Louis Chassang,B
Jacques Alingue,B
Axel Philippe Jean Julien,A
Abdulaye Loum,B
Hans Vanwijn,A
Chase Fieler,A
Dominic Lockhart,A
Chase Simon,A
Dmitrios Katsivelis,A
Vladimir Jankovic,A
David Kravish,B
Kenneth Ogbe,A
Devon Hall,A
Charles Galliou,A
David Holston,A
Nikolaos Zisis,A
Jaron Johnson,A
Marcus Slaughter,A
Robert Lowery,A
Alex Ruoff,A
Jesse Hunt,A
Jayson Tchicamboud,A
Brock Motum,A
Nicolas Lang,A
Michael Stockton,A
Gregor Hrovat,A
Tre McLean,A
Hugo Invernizzi,B
Dimitris Moraitis,A
Jerry Boutsiele,B
Marcus Ginyard,A
Grismay Paumier,B
Marcus Foster,A
Marvin Jones,B
Timothe Joseph Christian Crusol,A
Lasannah V Kromah,A
Gerry Blakes,A
Panagiotis Vasilopoulos,A
Philip Scrubb,A
Nianta Diarra,B
Terran Petteway,A
Tyler Larson,A
Yoan Makoundou,B
Christos Saloustros,A
Vafessa Moise Fofana,A
Ludovic Beyhurst,A
Jaye Crockett,B
Speedy Smith,A
Glenn Cosey,A
Alex Hamilton,A
Zois Karampelas,A
DeMarcus Nelson,A
Evangelos Mantzaris,A
Olivier Zacharie Hanlan,A
Loukas Mavrokefalidis,B
Scott Suggs,A
Skyler Bowlin,A
Michalis Tsairelis,A
Dimitrios Verginis,A
Elias Lasisi,A
Chris Horton,B
Erik McCree,A
Vassilis Kavvadas,B
Stavros Schizas,A
Deishuan Booker,A
Jonah Radebaugh,A
Justin Simon,A
Leopold Cavaliere,B
Yorman Polas Bartolo,A
Jonas Wohlfarth-Bottermann,B
DeAndre Lansdowne,A
Ike Udanoh,B
Jean-Baptiste Maille,A
Lucas Herzog,A
Johannes Patrick,A
Oleksandr Lypovyy,A
Jordan Hulls,A
Gaylor Curier,A
Chris Dowe,A
Matt Mitchell,A
Toni Katic,A
Jacques Alingue,B
David Holston,A
Rashard Kelly,B
Jonathan Baehre,B
Robin Ducote,A
Charles Galliou,A
Abdulaye Loum,B
Gavin Ware,B
Tremmell Darden,B
James Woodard,A
Yannis Morin,B
Jacob Patrick,A
Sean Evans,B
Chase Simon,A
Jaromir Bohacik,A
Rawle Alkins,A
Vasileios Toliopoulos,A
Vassilis Mouratos,A
John Daniel Roberson Roberson,A
Dimitrios Kaklamanakis,B
Trevon Bluiett,A
Ethan Happ,B
Al-Wajid Aminu,B
Demetre Rivers,B
Marvin Jones,B
Petros Geromichalos,B
Jerry Alexander Smith,A
Andreas Christodoulou,A
Kameron Milton Allante Taylor,A
Georgios Kamperidis,A
David DiLeo,B
Alexandros Nikolaidis,A
Nikos Kamarianos,B
Nikos Persidis,A
Joaquin Quino Colom,A
Jermaine Love-Roberts,A
Steven Gray,A
Ricky Paulding,A
Eric Griffin,A
Vladimir Jankovic,A
Bennet Hundt,A
Tyson Carter,A
Phil Pressey,A
Tai Odiase,B
Sebastian Herrera,A
Nikos Pappas,A
Tekele Cotton,A
Martin Breunig,B
Cameron Clark,A
Alen Pjanic,A
Ian Hummer,B
Braian Angola-Rodas,A
TJ Holyfield,A
Dimitrios Flionis,A
Panagiotis Filippakos,B
Jordan Howard,A
Vangelis Mantzaris,A
Tony Crocker,A
Kenny Goins,B
Marcus Lewis,A
Malcom Griffin,A
Max Heidegger,A
Matt Williams Jr.,A
Andreas Petropoulos,A
Dimitrios Mavroeidis,B
Marcel Ponitka,A
Michal Michalak,A
Sek Henry,A
Jeremiah Hill,A
Terrell Gomez,A
Akil Mitchell,B
Tre McLean,A
Giorgos Bogris,B
Trevis Simpson,A
Scott Bamforth,A
Ian Miller,A
Patrick Heckmann,A
Dominic Lockhart,A
Linos Chrysikopoulos,A
Will Cherry,A
Dmitrios Katsivelis,A
Dante Cunningham,B
Christos Saloustros,A
Dimitris Moraitis,A
Martinas Geben,B
Terran Petteway,A
TaShawn Thomas,B
Gerald Robinson,A
Erik McCree,A
Danilo Brnovic,A
Williams Narace,B
Chad Brown,B
Justin Robinson,A
Kenneth Ogbe,A
Christian Sengfelder,B
Terry Tarpey,A
Valentin Chery,B
Omar Prewitt,A
Deishuan Booker,A
Kenny Baptiste,A
Matthieu Gauzin,A
Ioannis Kouzeloglou,A
Quincy Ford,A
Jorge Gutierrez,A
Wesley Gordon,B
Ian Miller,A
Chad Brown,B
Josh Hagins,A
Darel Poirier,B
Diante Garrett,A
Mouhammad Faye,B
Michael Carrera Gamboa,B
Guillem Ferrando Porro,A
Sasa Borovnjak,B
Josep Franch,A
Khyri Thomas,A
Txemi Urtasun,A
Javier Garcia,A
Simas Jarumbauskas,A
Tomasz Gielo,A
Loic Schwartz,A
Jared Savage,A
Orlando Coleman,A
Conner Frankamp,A
Reginald Lynch,B
Will Thomas,A
David Kravish,B
Dylan Osetkowsky,B
Melvin Ejim,B
Tyler Kalinosky,A
Kendrick Perry,A
Tyson Carter,A
Aaron Doornekamp,A
Tim Abromaitis,A
Nihad Djedovic,A
Bruno Fitipaldo,A
Marcelinho Huertas,A
Juan Pablo Vaulet,B
Xavi Rabaseda,A
Jonathan Barreiro,A
Emir Sulejmanovic,B
Jaime Fernandez Bernabe,A
Dario Brizuela,A
Artem Pustovyi,B
Thaddeus McFadden,A
Nemanja Nenadic,A
Ethan Happ,B
Elgin Cook,A
Michale Kyser,B
Adam Smith,A
Alex Reyes,A
Daniel Perez,A
Ilimane Diop,B
David Jelinek,A
Nemanja Radovic,A
Sergi Garcia,A
Tomas Bellas,A
Giorgi Shermadini,B
Marcis Steinbergs,B
Brancou Badio,A
Scott Bamforth,A
Francisco Guerra,B
Jordan Sakho,B
Luka Brajkovic,B
Jerrick Harding,A
Sasu Salin,A
Sadiel Rojas,A
Stefan Momirov,A
Denzel Andersson,A
Giorgos Tsalmpouris,B
Moussa Diagne,B
Joan Sastre,A
Frankie Ferrari,A
Tyson Perez,A
Nikola Radicevic,A
Toni Nakic,A
Agustin Ubal,A
James Anderson,A
Sergi Quintela Salvador,A
Travis Trice,A
Guillem Jou,A
Ivan Cruz,A
Yankuba Sima,B
Francisco Alonso,A
Adam Waczynski,A
Kassius Robertson,A
Jeff Withey,B
Marko Lukovic,A
Daniel Garcia,A
Ludde Hakanson,A
Vladimir Brodziansky,A
Ryan Luther,A
Babatunde Olumuyiwa,B
Leandro Bolmaro,A
Augusto Lima,B
Dusan Ristic,B
Nikola Tanaskovic,B
Arnas Velicka,A
Rihards Lomazs,A
Rasid Mahalbasic,B
