
Cluster 0:
,points,points per player's possession,field goals made,field goals attempted,"field goals, %",3-pt field goals made,3-pt field goals attempted,"3-pt field goals, %",free throws made,free throws attempted,"free throws, %",assists,2-pt field goals made,2-pt field goals attempted,"2-pt field goals, %",points off assists,screen assist,points off screen assists,number of player's possessions,team points with player,offensive rating,assists to turnovers,true shooting percentage,effective field goal percentage,uncontested field goals made,uncontested field goals,contested field goals made,contested field goals,transitions made,transitions attempted,catch and shoot made,catch and shoot attempted,catch and drive made,catch and drive attempted,screens off made,screens off attempted,posts up made,posts up attempted,isolations made,isolations attempted,hand off made,hand off attempted,cuts made,cuts attempted,pnr handlers made,pnr handlers attempted,pnp made,pnp attempted,drives made,drives with shot,right drives made,right drives,left drives made,left drives,cluster
25%,7.0,0.9199999999999997,2.799999999999999,5.874490185107188,0.44441000759340676,0.32918409787789527,1.0299999999999994,0.2899999999999987,0.9699999999999989,1.3954911759586452,0.6699999999999997,0.8599999999999994,1.8393476063209326,3.3999999999999995,0.5099999999999982,2.099999999999999,1.0949999999999995,2.5583574675871334,39.0,37.0,91.38545451448786,0.7374907181698847,0.5399999999999987,0.4899999999999998,0.19999999999999937,0.5599999999999993,2.3,4.999999999999999,0.14999999999999777,0.24999999999999936,0.31999999999999895,0.9199999999999988,0.059999999999999346,0.17961244664120246,0.02999999999999782,0.05999999999999987,0.23499999999999927,0.5438062104060638,0.0,0.029999999999999295,0.0,0.0,0.24447340811879578,0.3799999999999998,0.0,0.0,0.27113751934556624,0.6803437983639176,0.08999999999999941,0.21999999999999964,0.029999999999999225,0.08984569572279269,0.02999999999999952,0.07999999999999953,3.0
50%,9.999999999999998,1.0099999999999996,3.6000000000000005,7.283544105555773,0.47999999999999987,0.7499999999999984,2.1999999999999993,0.33999999999999864,1.4750837826023588,1.9999999999999996,0.7399999999999991,1.1629733289430355,2.799999999999997,4.9,0.5499999999999992,2.8,1.7299999999999986,3.8999999999999995,45.43009800280009,44.00000000000001,96.0,0.9799999999999999,0.5858053761200229,0.5399999999999987,0.3099999999999994,0.8099999999999989,2.999999999999999,6.0,0.2699999999999993,0.43,0.5299999999999987,1.45,0.15336391437308708,0.3499999999999997,0.07999999999999907,0.1799999999999987,0.44999999999999984,1.0799999999999985,0.02999999999999886,0.09999999999999842,0.0,0.022683528444460338,0.4099999999999995,0.6148426776673541,0.0,0.020957451394576304,0.3799999999999982,0.9199999999999992,0.18999999999999947,0.40217949084259375,0.09912043301758953,0.20999999999999827,0.07999999999999824,0.17999999999999966,3.0
75%,12.0,1.0799999999999976,4.599999999999998,8.999999999999998,0.537915048849201,1.138939393939392,3.2999999999999976,0.39210386780461215,2.2,2.999999999999999,0.8036913969851557,1.6230080976277363,3.7854154649503617,6.710146455599872,0.589999999999999,3.9499999999999993,2.3999999999999995,5.505418218760582,51.99999999999999,50.59863097670856,100.0,1.3722055921551952,0.6120544282011106,0.5799999999999988,0.4528295346814767,1.1109291019301966,3.799999999999999,7.870344944717534,0.4399999999999996,0.6699999999999993,0.7499999999999984,2.0999999999999988,0.28999999999999954,0.6399999999999981,0.15999999999999873,0.3799999999999992,0.8699999999999997,1.8099999999999987,0.08999999999999832,0.22733586076950485,0.02360344146492864,0.06999999999999895,0.6406708407871196,0.9099999999999984,0.029999999999998063,0.059999999999997784,0.5399999999999978,1.2470454545454532,0.3749999999999989,0.7489065554762939,0.20499999999999888,0.3599999999999992,0.1799999999999986,0.3499999999999983,3.0
max,21.0,1.4199999999999993,7.0,17.0,0.6599999999999983,3.499999999999998,6.999999999999999,1.0,5.5,8.0,0.9499999999999996,4.4,7.0,12.0,0.7200000000000001,11.0,4.599999999999998,11.0,80.99999999999999,70.0,112.0,3.3,0.7699999999999985,0.7399999999999998,1.27,2.399999999999999,6.999999999999997,14.999999999999998,1.5799999999999998,2.3999999999999972,1.8299999999999992,4.099999999999999,0.8499999999999989,2.1047814608389555,0.7499999999999983,2.2999999999999976,1.9999999999999993,4.3,0.4999999999999999,1.2499999999999998,0.32999999999999985,0.5480393556000753,1.2699999999999991,1.6399999999999972,0.6399999999999998,1.5499999999999983,1.4699999999999978,2.9999999999999982,1.0797501041232813,2.1,0.729999999999998,1.5799999999999998,0.9999999999999998,1.4999999999999996,3.0

Cluster 4:
,points,points per player's possession,field goals made,field goals attempted,"field goals, %",3-pt field goals made,3-pt field goals attempted,"3-pt field goals, %",free throws made,free throws attempted,"free throws, %",assists,2-pt field goals made,2-pt field goals attempted,"2-pt field goals, %",points off assists,screen assist,points off screen assists,number of player's possessions,team points with player,offensive rating,assists to turnovers,true shooting percentage,effective field goal percentage,uncontested field goals made,uncontested field goals,contested field goals made,contested field goals,transitions made,transitions attempted,catch and shoot made,catch and shoot attempted,catch and drive made,catch and drive attempted,screens off made,screens off attempted,posts up made,posts up attempted,isolations made,isolations attempted,hand off made,hand off attempted,cuts made,cuts attempted,pnr handlers made,pnr handlers attempted,pnp made,pnp attempted,drives made,drives with shot,right drives made,right drives,left drives made,left drives,cluster
count,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0
mean,7.52123730951844,1.0009709118284897,3.0159987378589954,5.167943281605549,0.5813268825892982,0.026185814453645942,0.11168298883270565,0.06899585387458665,1.4855532211024058,2.365134525535989,0.6190184319811887,0.8992047406328272,2.989757558344479,5.0574935869293185,0.5889786430634211,2.214000386376609,2.531308558697469,5.83422280241231,38.5868533016376,36.65721671059055,95.02412214809064,0.7586291508562971,0.6033598127455543,0.1041094434575187,0.06549296202293152,0.1793766104680121,2.663970090867896,4.707346017572273,0.2321644628446446,0.3102144964013947,0.0981779394968113,0.2734796505588924,0.05433946425260811,0.13368749698029125,0.04125932752876953,0.07180022812401174,0.5021045539352291,1.0424076281672314,0.020115719298755504,0.05133252634428506,0.0049169378134462285,0.00892640166273554,0.6246533312060346,0.9396062152617591,0.008492510696999222,0.015194390090629674,0.06592434807355398,0.17606753409708997,0.10709816661889823,0.21776951673015493,0.055231183476050834,0.11350799305572011,0.052032694106651546,0.10425620876656251,4.0
std,2.85396982970657,0.12585929685154165,1.14030112107338,1.8769942571765694,0.0742359815407283,0.07583068383973618,0.22427576168966526,0.16870940196894169,0.8032090152335397,1.1237719829584445,0.1230880690149035,0.5756189506573064,1.1433046097588757,1.872289546098176,0.07293218396173343,1.3922196277977623,0.8187094982648917,1.8778560192837284,9.416142905815457,9.265666314732298,6.470817894935262,0.4507469062330424,0.06577894152186596,0.21809924747328982,0.08305236141086586,0.18395059239610984,1.0240916721541597,1.7414620460433927,0.1783623878535062,0.228797301660927,0.12710006246722663,0.291012296484918,0.07253778393133903,0.15626321338098478,0.06460280701209861,0.09194934140537372,0.43603624013937503,0.8041093845375893,0.04238856455766226,0.08859351160462833,0.0178853710976968,0.02283601447265621,0.26455703187063084,0.36437773352723113,0.020279240741849763,0.027862366625771413,0.07784940873437553,0.1684006239750128,0.12261093816221731,0.23282079509043987,0.07436492234727025,0.1406439004480774,0.07702693091442271,0.13700804123169463,0.0
min,1.1299999999999997,0.5099999999999998,0.5699999999999995,1.3299999999999996,0.36,0.0,0.0,0.0,0.0,0.22999999999999926,0.0,0.05999999999999857,0.5699999999999995,1.3299999999999996,0.36999999999999933,0.11999999999999866,0.37999999999999984,0.7499999999999998,16.031570144260925,14.031570144260925,73.0,0.0699999999999996,0.3699999999999991,0.0,0.0,0.0,0.5299999999999994,1.2099999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16999999999999865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
25%,5.4,0.9281609386702159,2.156016848367645,3.799999999999999,0.5299999999999998,0.0,0.0,0.0,0.8999999999999992,1.5749999999999997,0.5399999999999996,0.4934516319307899,2.0999999999999996,3.6999999999999993,0.5499059688105761,1.2299999999999982,1.9199999999999995,4.53038845457897,31.000000000000004,29.260178157107365,90.99999999999999,0.4399999999999993,0.5605838841674531,0.0,0.0,0.03999999999999924,1.8932211914608232,3.5,0.10999999999999945,0.14999999999999986,0.0,0.05999999999999822,0.0,0.02999999999999885,0.0,0.0,0.1599999999999992,0.42574340485534445,0.0,0.0,0.0,0.0,0.43999999999999895,0.6826629327902232,0.0,0.0,0.0,0.039999999999998606,0.02999999999999873,0.059999999999999595,0.0,0.02999999999999873,0.0,0.0,4.0
50%,7.0,0.9999999999999998,2.8999999999999995,4.999999999999999,0.579999999999999,0.0,0.029999999999998996,0.0,1.29,2.099999999999999,0.6299999999999988,0.7499999999999988,2.899999999999999,4.8,0.5899999999999986,1.869999999999999,2.499999999999999,5.7,38.99999999999999,37.0,95.99999999999999,0.64,0.5999999999999999,0.0,0.03999999999999987,0.11999999999999929,2.5999999999999996,4.500000000000001,0.1899999999999994,0.2599999999999982,0.059999999999999144,0.1899999999999995,0.029999999999999152,0.0811713423493906,0.022757610721576046,0.03999999999999961,0.3599999999999992,0.8099999999999995,0.0,0.029468302658485497,0.0,0.0,0.5999999999999999,0.9099999999999987,0.0,0.0,0.03999999999999961,0.13999999999999815,0.06999999999999933,0.1499999999999981,0.029999999999999517,0.06999999999999995,0.02999999999999928,0.05999999999999915,4.0
75%,9.977193805725012,1.0799999999999992,3.8424814854566915,6.021519802511538,0.6299999999999988,0.0,0.09999999999999964,0.0,1.9449999999999985,3.0,0.7099999999999991,1.1699999999999995,3.7999999999999994,6.0,0.6399999999999986,2.90936483696051,3.0,7.0,45.28586841308298,43.0,99.00000000000003,0.9696395086715321,0.6434088172704379,0.0,0.09999999999999824,0.26760736196318924,3.3999999999999986,5.756112027312444,0.30779472904088656,0.40999999999999914,0.14999999999999958,0.38999999999999885,0.07999999999999943,0.17999999999999883,0.059999999999999123,0.09999999999999909,0.7199999999999995,1.4999999999999991,0.029999999999999083,0.06999999999999867,0.0,0.0,0.7899999999999996,1.1582800084013007,0.0,0.02999999999999892,0.09999999999999834,0.25999999999999895,0.14999999999999908,0.2899999999999995,0.07999999999999895,0.14999999999999863,0.07329718004338343,0.13999999999999913,4.0
max,17.0,1.3799999999999986,5.8999999999999995,11.0,0.789999999999999,0.49999999999999933,1.3499999999999999,0.9999999999999994,4.798167456556082,6.999999999999999,0.8999999999999992,3.6999999999999984,5.8999999999999995,11.0,0.789999999999999,9.0,5.3999999999999995,12.0,71.0,64.0,118.0,2.9,0.7699999999999997,0.6899999999999995,0.6299999999999991,1.2899999999999996,5.419822380106572,11.0,1.0599999999999994,1.5799999999999985,1.2099999999999982,2.5,0.43999999999999967,0.91,0.5499999999999978,0.6226239946380693,2.1999999999999997,4.099999999999999,0.2699999999999984,0.7299999999999991,0.17999999999999852,0.20999999999999933,1.4999999999999998,2.2999999999999985,0.17563683507503555,0.20490964092087485,0.4699999999999988,0.8599999999999994,0.8199999999999985,1.8299999999999983,0.4999999999999995,1.4999999999999984,0.6399999999999996,0.9172145831696383,4.0
