player_name,season,off_score_1,off_score_2,off_score_3,def_score,reb_score
Matthew Strazel,2021-2022,6.032749209997127,81.64320597529445,67.59551852915828,46.825624820453896,46.825624820453896
Donatas Motiejunas,2021-2022,96.7825337546682,18.126975007181844,27.434645216891695,84.60212582591208,84.60212582591208
Gregor Hrovat,2021-2022,57.22493536340132,69.92243608158574,94.65670784257398,59.17839701235277,59.17839701235277
Alpha Diallo,2021-2022,76.27118644067797,55.3289284688308,83.07957483481758,55.0129273197357,55.0129273197357
Dominic Artis,2021-2022,50.646365986785405,93.27779373743176,77.19046251077276,50.646365986785405,50.646365986785405
Darrin Anthony Govens,2021-2022,58.23039356506751,84.3723068083884,61.16058603849469,43.292157426027,43.292157426027
Yoan Makoundou,2021-2022,81.90175237000862,35.44958345303073,44.49870726802643,71.76098822177536,71.76098822177536
Gerald Ayayi,2021-2022,7.842573972996266,20.856075840275786,86.06722206262567,0.8330939385234128,0.8330939385234128
Lahaou Konate,2021-2022,22.493536340132145,60.183855214018955,49.84199942545246,41.88451594369434,41.88451594369434
Demonte Harper,2021-2022,57.28239011778224,95.57598391266878,99.45417983338122,25.280091927607007,25.280091927607007
Will Cummings,2021-2022,58.60384946854352,54.75438092502155,75.43809250215455,65.49841999425452,65.49841999425452
Hugo Invernizzi,2021-2022,18.96006894570526,70.38207411663315,53.8638322321172,77.13300775639183,77.13300775639183
Steeve Ho You Fat,2021-2022,64.26314277506464,32.69175524274634,1.177822464808963,34.73139902326918,34.73139902326918
Horace Spencer,2021-2022,87.5897730537202,2.240735420856076,3.303648376903189,82.18902614191325,82.18902614191325
Jean-Philippe Dally,2021-2022,50.15800057454754,51.01982189026142,32.46193622522264,64.40677966101694,64.40677966101694
Mathieu Wojciechowski,2021-2022,42.63142775064637,52.3412812410227,60.41367423154266,39.44268888250503,39.44268888250503
Malela Mutuale,2021-2022,24.332088480321747,38.60959494398161,82.84975581729388,26.716460787130135,26.716460787130135
Junior Mbida,2021-2022,69.40534329215743,20.33898305084746,4.165469692617064,85.06176386095949,85.06176386095949
Louis Cassier,2021-2022,42.97615627693192,10.686584314852055,0.8905486929043378,6.205113473139902,6.205113473139902
Axel Philippe Jean Julien,2021-2022,11.577133007756393,90.97960356219475,54.151106004021834,44.15397874174088,44.15397874174088
Leo Westermann,2021-2022,14.852054007469118,57.3972996265441,65.72823901177823,16.37460499856363,16.37460499856363
Chris Warren,2021-2022,47.11289859235851,81.29847744900891,89.60068945705257,17.552427463372595,17.552427463372595
Vince Hunter,2021-2022,89.68687158862396,23.412812410226948,61.93622522263718,90.807239299052,90.807239299052
Ryan Boatright,2021-2022,26.486641769606432,93.96725079000288,49.89945417983338,38.983050847457626,38.983050847457626
Benoit Mangin,2021-2022,29.84774490089055,72.76644642344155,60.758402757828215,10.542947428899742,10.542947428899742
Vafessa Moise Fofana,2021-2022,64.75150818730249,40.67796610169492,55.84602125825913,73.68572249353635,73.68572249353635
Romuald Morency,2021-2022,66.90606147658718,41.53978741740879,63.573685722493536,14.53605285837403,14.53605285837403
Bodian Massa,2021-2022,93.76615914966963,9.451307095662166,12.697500718184427,65.55587474863545,65.55587474863545
Peter,2021-2022,18.500430910657855,32.174662453318014,43.75179546107441,3.274920999712726,3.274920999712726
Dylan Osetkowsky,2021-2022,68.57224935363402,56.62166044240161,42.34415397874174,83.02212008043665,83.02212008043665
Rasheed Sulaimon,2021-2022,56.420568802068374,95.51852915828783,91.2668773340994,52.3412812410227,52.3412812410227
Renathan Ona Embo,2021-2022,1.580005745475438,16.288422866992246,16.116058603849467,50.87618500430911,50.87618500430911
Jakeenan Gant,2021-2022,75.84027578282104,46.50962367135881,46.049985636311405,72.9388106865843,72.9388106865843
Kyle Allman,2021-2022,52.5711002585464,88.42286699224361,81.67193335248491,59.72421717897157,59.724217178971564
Loren Jackson,2021-2022,49.87072680264292,74.26027003734559,58.37403045101982,78.51192186153403,78.51192186153403
Timothe Joseph Christian Crusol,2021-2022,9.307670209709851,85.86613042229244,75.23700086182131,1.522550991094513,1.522550991094513
Dustin Sleva,2021-2022,83.76903188738868,43.66561332950302,56.65038781959208,68.22752082734847,68.22752082734847
CJ Massinburg,2021-2022,70.66934788853779,97.15598965814422,96.49525998276356,58.60384946854352,58.60384946854352
Ismael Kamagate,2021-2022,92.50215455328927,10.77276644642344,25.222637173226087,93.04797471990808,93.04797471990808
Ronald March,2021-2022,70.81298477449009,81.90175237000862,73.8006320022982,71.35880494110887,71.35880494110887
Alexandre Pierre Louis Chassang,2021-2022,87.76213731686298,31.025567365699512,17.95461074403907,87.5897730537202,87.5897730537202
Edouard Choquet,2021-2022,3.619649525998277,79.57483481758115,24.762999138178685,5.14220051709279,5.14220051709279
Gani Oladimeji Lawal,2021-2022,91.180695202528,7.584027578282103,47.85981039931054,71.64607871301351,71.64607871301351
Miralem Halilovic,2021-2022,95.80580293019248,10.08330939385234,35.191037058316574,81.78684286124677,81.78684286124677
Paris Lee,2021-2022,21.947716173513356,99.19563343866706,61.0744039069233,57.598391266877336,57.598391266877336
Jerry Boutsiele,2021-2022,77.73628267739156,5.285837403045102,1.7236426314277506,99.22436081585752,99.22436081585751
Johan Passave-Ducteil,2021-2022,97.73053720195348,12.611318586613043,25.452456190749785,73.22608445848894,73.22608445848894
Clement Cavallo,2021-2022,17.006607296753806,22.63717322608446,13.932777937374318,38.81068658431485,38.81068658431485
Devin Davis,2021-2022,72.59408216029877,78.56937661591496,96.81126113185866,45.04452743464522,45.04452743464522
Keith Hornsby,2021-2022,30.278655558747484,85.09049123814995,93.90979603562197,43.69434070669348,43.69434070669348
Abdoulaye Saadi N'Doye,2021-2022,59.75294455616202,30.853203102556737,50.44527434645217,76.2424590634875,76.2424590634875
Gauthier Denis,2021-2022,20.425165182418844,50.47400172364264,57.11002585463947,12.209135305946567,12.209135305946567
Bastien Pinault,2021-2022,21.085894857799484,94.82907210571676,84.83194484343579,9.135305946567078,9.135305946567078
Jacorey Williams,2021-2022,99.97127262280954,9.36512496409078,39.787417408790574,47.77362826773915,47.773628267739156
Luke Fischer,2021-2022,92.53088193047977,11.692042516518242,5.170927894283252,81.67193335248491,81.67193335248491
Jeremy Senglin,2021-2022,34.386670496983626,76.87446136167767,92.27233553576558,54.208560758402754,54.208560758402754
Hugo Robineau,2021-2022,1.062912956047113,24.82045389255961,64.32059752944556,16.94915254237288,16.94915254237288
Neal Sako,2021-2022,93.99597816719334,6.492387245044527,17.38006320022982,80.89629416834244,80.89629416834244
Nicolas Lang,2021-2022,49.20999712726228,89.22723355357655,81.0686584314852,42.86124676817006,42.86124676817006
Benjamin Sene,2021-2022,38.63832232117208,87.50359092214882,79.54610744039068,46.480896294168346,46.480896294168346
Johnny Berhanemeskel,2021-2022,66.79115196782533,77.79373743177248,91.00833093938525,45.56162022407354,45.56162022407354
Kruize Pinkins,2021-2022,71.55989658144212,36.771042803792014,27.46337259408216,69.49152542372882,69.49152542372882
Charles-Noe Abouo,2021-2022,58.46021258259121,77.7075553002011,82.10284401034185,12.668773340993964,12.668773340993965
Grismay Paumier,2021-2022,92.30106291295604,4.194197069807527,13.358230393565067,73.54208560758403,73.54208560758403
Tyler Stone,2021-2022,82.64866417696064,72.36426314277506,34.96121804079287,51.04854926745188,51.04854926745188
Lasannah V Kromah,2021-2022,73.0249928181557,50.61763860959494,95.74834817581154,72.68026429187016,72.68026429187016
Dominik Olejniczak,2021-2022,96.17925883366848,8.962941683424305,10.313128411376042,75.12209135305946,75.12209135305946
Mouphtaou Yarou,2021-2022,90.63487503590922,14.65096236713588,28.49755817293881,93.7948865268601,93.7948865268601
Maxime Roos,2021-2022,23.12553863832232,34.35794311979316,51.680551565642055,67.8827923010629,67.8827923010629
Juvonte Reddic,2021-2022,91.87015225509911,15.426601551278369,17.638609594943983,87.41740879057743,87.41740879057743
Enzo Goudou-Sinha,2021-2022,9.135305946567078,97.58690031600116,40.67796610169492,17.437517954610744,17.437517954610744
Pierre Pelos,2021-2022,80.20683711577134,43.636885952312554,26.17064062051135,84.65958058029301,84.65958058029301
Jean-Michel Mipoka,2021-2022,66.1304222924447,46.22234989945418,56.276931916116055,11.519678253375467,11.519678253375467
Kenneth Kadji,2021-2022,80.12065498419994,25.682275208273488,25.021545532892848,91.46796897443264,91.46796897443264
Thomas Wimbush,2021-2022,75.78282102844011,36.79977018098248,70.26716460787131,77.56391841424877,77.56391841424877
Rudy Demahis Ballou,2021-2022,0.5170927894283253,15.11060040218328,27.34846308532031,0.8905486929043378,0.8905486929043378
Hugo Benitez,2021-2022,20.626256822752083,83.07957483481758,89.85923585176674,30.020109164033325,30.020109164033325
Will Thomas,2021-2022,79.89083596667625,31.887388681413388,21.114622234989948,73.8006320022982,73.8006320022982
